Run1,Run2,Run3,Run4,Run5
4.00085e-06,3.8177e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
4.00085e-06,3.79466e-06,3.88514e-06,3.84208e-06,3.90958e-06
