Run1,Run2,Run3,Run4,Run5
1.31931e-06,1.35973e-06,1.32555e-06,1.33169e-06,1.38986e-06
1.34737e-06,1.37751e-06,1.37317e-06,1.37984e-06,1.37561e-06
1.35574e-06,1.38637e-06,1.39005e-06,1.43682e-06,1.37587e-06
1.39296e-06,1.43429e-06,1.44369e-06,1.47893e-06,1.40963e-06
1.52586e-06,1.48265e-06,1.54067e-06,1.51613e-06,1.49792e-06
1.74028e-06,1.59853e-06,1.60723e-06,1.71784e-06,1.60389e-06
1.80717e-06,1.75673e-06,1.6484e-06,1.66614e-06,1.69987e-06
1.80767e-06,1.79598e-06,1.8246e-06,1.7508e-06,1.76648e-06
1.93298e-06,1.84893e-06,1.8669e-06,1.85113e-06,1.89305e-06
2.09601e-06,2.02682e-06,2.09855e-06,1.95498e-06,1.99076e-06
2.14409e-06,2.1892e-06,2.19783e-06,2.12464e-06,2.10124e-06
2.26531e-06,2.27967e-06,2.27505e-06,2.25542e-06,2.25428e-06
2.29711e-06,2.3923e-06,2.40594e-06,2.43816e-06,2.30977e-06
2.52656e-06,2.50242e-06,2.47668e-06,2.43253e-06,2.3887e-06
2.5673e-06,2.52293e-06,2.58815e-06,2.66442e-06,2.51322e-06
2.66016e-06,2.73085e-06,2.69685e-06,2.80904e-06,2.70926e-06
2.75593e-06,3.14836e-06,2.88041e-06,2.84714e-06,2.80672e-06
2.91198e-06,2.91076e-06,2.8675e-06,3.16774e-06,2.95167e-06
2.97385e-06,2.93852e-06,3.01071e-06,3.14711e-06,2.9612e-06
3.15068e-06,3.12265e-06,3.07784e-06,3.26196e-06,3.0127e-06
3.15195e-06,3.13228e-06,3.16958e-06,3.33755e-06,3.07536e-06
3.24504e-06,3.38445e-06,3.19385e-06,3.40589e-06,3.21823e-06
3.56872e-06,3.40081e-06,3.33517e-06,3.47112e-06,3.27276e-06
3.47474e-06,3.40244e-06,3.37239e-06,3.58763e-06,3.35474e-06
3.59974e-06,3.58487e-06,3.42054e-06,3.6992e-06,3.385e-06
3.59266e-06,3.58487e-06,3.54727e-06,3.73942e-06,3.5008e-06
3.74109e-06,3.61055e-06,3.59989e-06,3.84047e-06,3.59465e-06
3.75459e-06,3.71225e-06,3.67028e-06,3.84047e-06,3.63564e-06
