Run1,Run2,Run3,Run4,Run5
1.3295e-06,1.31459e-06,1.28029e-06,1.28597e-06,1.27025e-06
1.3295e-06,1.28813e-06,1.29499e-06,1.39428e-06,1.29385e-06
1.37639e-06,1.34368e-06,1.31002e-06,1.36988e-06,1.34742e-06
1.41375e-06,1.38572e-06,1.40814e-06,1.48809e-06,1.37784e-06
1.46772e-06,1.41946e-06,1.40814e-06,1.55056e-06,1.47506e-06
1.48703e-06,1.48226e-06,1.46051e-06,1.56756e-06,1.52913e-06
1.5508e-06,1.51963e-06,1.5739e-06,1.65698e-06,1.54241e-06
1.62701e-06,1.62147e-06,1.57697e-06,1.683e-06,1.60172e-06
1.68398e-06,1.65731e-06,1.6325e-06,1.74867e-06,1.67402e-06
1.71971e-06,1.72967e-06,1.72156e-06,1.85211e-06,1.71571e-06
1.77102e-06,1.77614e-06,1.80436e-06,1.91047e-06,1.76526e-06
1.82047e-06,1.86904e-06,1.84259e-06,1.92028e-06,1.81065e-06
1.96552e-06,1.93172e-06,1.88519e-06,1.96922e-06,1.90168e-06
2.0348e-06,1.96487e-06,2.02517e-06,2.06524e-06,2.01795e-06
2.084e-06,2.08658e-06,2.05529e-06,2.09951e-06,2.04381e-06
2.16379e-06,2.14758e-06,2.08064e-06,2.21417e-06,2.09666e-06
2.2458e-06,2.22265e-06,2.13962e-06,2.21417e-06,2.17507e-06
2.31023e-06,2.26123e-06,2.20757e-06,2.28816e-06,2.3616e-06
2.42118e-06,2.30503e-06,2.28765e-06,2.31203e-06,2.3616e-06
2.51177e-06,2.36674e-06,2.31982e-06,2.37089e-06,2.41857e-06
2.63928e-06,2.50414e-06,2.37276e-06,2.52329e-06,2.45039e-06
2.68153e-06,2.55345e-06,2.44631e-06,2.59308e-06,2.46634e-06
2.85875e-06,2.62065e-06,2.60689e-06,2.59308e-06,2.6288e-06
2.86225e-06,2.71215e-06,2.66126e-06,2.62453e-06,2.68208e-06
2.96441e-06,2.74485e-06,2.75609e-06,2.68385e-06,2.7976e-06
3.02154e-06,2.81327e-06,2.77356e-06,2.83352e-06,2.80985e-06
3.15872e-06,2.88748e-06,2.85281e-06,2.80327e-06,2.82601e-06
3.24935e-06,2.94691e-06,2.86673e-06,2.89697e-06,2.87186e-06
3.30445e-06,3.02224e-06,2.93382e-06,2.97621e-06,2.93552e-06
3.30445e-06,3.17357e-06,3.00768e-06,3.02678e-06,3.0103e-06
3.32396e-06,3.19786e-06,3.00768e-06,3.11377e-06,3.0266e-06
3.50298e-06,3.36421e-06,3.07933e-06,3.13221e-06,3.07825e-06
3.50499e-06,3.46758e-06,3.21602e-06,3.11653e-06,3.07825e-06
3.57085e-06,3.46758e-06,3.21602e-06,3.13792e-06,3.10519e-06
3.64549e-06,3.49518e-06,3.21602e-06,3.21516e-06,3.20449e-06
3.68079e-06,3.53619e-06,3.24224e-06,3.22014e-06,3.20449e-06
3.68079e-06,3.59546e-06,3.24224e-06,3.28304e-06,3.20687e-06
3.68536e-06,3.59546e-06,3.24224e-06,3.30259e-06,3.27182e-06
3.74833e-06,3.66845e-06,3.24224e-06,3.30259e-06,3.27885e-06
3.74833e-06,3.66845e-06,3.24681e-06,3.3061e-06,3.2922e-06
3.75307e-06,3.71064e-06,3.24681e-06,3.3061e-06,3.29858e-06
3.75307e-06,3.71064e-06,3.24681e-06,3.31137e-06,3.29858e-06
3.75307e-06,3.71064e-06,3.24681e-06,3.31137e-06,3.3565e-06
3.75307e-06,3.73453e-06,3.24898e-06,3.31137e-06,3.3565e-06
3.75307e-06,3.73453e-06,3.24898e-06,3.32732e-06,3.3565e-06
3.75307e-06,3.76465e-06,3.24898e-06,3.31382e-06,3.3565e-06
3.75307e-06,3.76465e-06,3.24898e-06,3.40046e-06,3.39151e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.40046e-06,3.39151e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.40046e-06,3.39151e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.40046e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.40046e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.41282e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.45277e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.48213e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.49117e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.55067e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.55067e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.55067e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.55067e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.61002e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.66601e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
