Run1,Run2,Run3,Run4,Run5
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
3.75307e-06,3.76465e-06,3.33774e-06,3.50478e-06,3.6996e-06
