Run1,Run2,Run3,Run4,Run5
2.04874e-06,2.00927e-06,2.04996e-06,2.01036e-06,2.01384e-06
2.04874e-06,2.00927e-06,2.04996e-06,2.01036e-06,2.01384e-06
2.04874e-06,2.00981e-06,2.04996e-06,2.01036e-06,2.01384e-06
2.04874e-06,2.01029e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.04874e-06,2.01029e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.04874e-06,2.01029e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.04874e-06,2.01029e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.04874e-06,2.01089e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.04874e-06,2.01089e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.04874e-06,2.01089e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.04874e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.01196e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04573e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04573e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04573e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04573e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04573e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
2.0853e-06,2.04844e-06,2.04996e-06,2.01036e-06,2.01445e-06
