Run1,Run2,Run3,Run4,Run5
1.24739e-06,1.27796e-06,1.24112e-06,1.37889e-06,1.27714e-06
1.35251e-06,1.32375e-06,1.30891e-06,1.37675e-06,1.43591e-06
1.32215e-06,1.3589e-06,1.26943e-06,1.35836e-06,1.35108e-06
1.37162e-06,1.43378e-06,1.31551e-06,1.46444e-06,1.38118e-06
1.42324e-06,1.48911e-06,1.36386e-06,1.46509e-06,1.42496e-06
1.49799e-06,1.54791e-06,1.51236e-06,1.53056e-06,1.57133e-06
1.55673e-06,1.63515e-06,1.48555e-06,1.64602e-06,1.59064e-06
1.62777e-06,1.78599e-06,1.58211e-06,1.7396e-06,1.63389e-06
1.86323e-06,1.812e-06,1.67308e-06,1.80435e-06,1.73533e-06
1.91696e-06,1.96247e-06,1.73046e-06,1.99388e-06,1.83653e-06
1.97445e-06,2.05005e-06,2.00977e-06,2.13854e-06,1.90658e-06
2.11473e-06,2.09213e-06,1.95484e-06,2.12469e-06,2.01231e-06
2.19483e-06,2.28776e-06,2.13674e-06,2.2254e-06,2.11786e-06
2.28005e-06,2.31266e-06,2.24189e-06,2.34784e-06,2.24352e-06
2.42615e-06,2.43901e-06,2.25722e-06,2.45847e-06,2.34769e-06
2.54985e-06,2.81217e-06,2.35458e-06,2.67102e-06,2.53398e-06
2.77918e-06,2.86183e-06,2.46602e-06,2.86256e-06,2.75222e-06
2.78843e-06,2.93985e-06,2.64761e-06,2.95667e-06,2.78464e-06
2.90005e-06,3.10128e-06,2.82782e-06,2.98159e-06,2.90024e-06
3.13185e-06,3.26854e-06,2.83062e-06,3.22818e-06,3.05844e-06
3.30539e-06,3.44139e-06,3.07749e-06,3.33682e-06,3.15221e-06
3.36768e-06,3.51637e-06,3.2205e-06,3.44891e-06,3.31968e-06
3.50305e-06,3.63713e-06,3.26479e-06,3.47575e-06,3.61376e-06
3.74652e-06,3.75036e-06,3.45183e-06,3.64281e-06,3.50705e-06
3.77046e-06,3.80772e-06,3.48755e-06,3.74672e-06,3.64047e-06
3.79972e-06,3.97225e-06,3.69909e-06,3.81512e-06,3.8226e-06
3.8919e-06,3.97248e-06,3.74029e-06,3.81987e-06,3.80616e-06
4.01162e-06,4.03539e-06,3.78407e-06,3.98443e-06,4.01888e-06
4.04236e-06,4.10138e-06,3.8611e-06,3.95989e-06,4.01584e-06
4.07794e-06,4.07065e-06,3.87587e-06,4.08813e-06,4.06466e-06
4.16108e-06,4.11396e-06,3.94533e-06,4.0417e-06,4.15988e-06
4.15688e-06,4.13543e-06,4.00038e-06,4.09924e-06,4.15988e-06
4.17302e-06,4.16863e-06,4.00038e-06,4.10441e-06,4.16683e-06
4.17302e-06,4.16863e-06,4.05548e-06,4.13448e-06,4.17666e-06
4.17302e-06,4.16863e-06,4.07918e-06,4.13677e-06,4.18367e-06
4.17495e-06,4.16863e-06,4.08229e-06,4.15737e-06,4.18671e-06
4.17495e-06,4.16863e-06,4.09462e-06,4.15827e-06,4.18671e-06
4.17302e-06,4.16863e-06,4.09462e-06,4.17208e-06,4.18671e-06
4.17302e-06,4.16863e-06,4.09462e-06,4.17208e-06,4.18671e-06
