Run1,Run2,Run3,Run4,Run5
1.23216e-06,1.24512e-06,1.21466e-06,1.24086e-06,1.24185e-06
1.26637e-06,1.26933e-06,1.26454e-06,1.30865e-06,1.28338e-06
1.38835e-06,1.34455e-06,1.29709e-06,1.26765e-06,1.29688e-06
1.37231e-06,1.32926e-06,1.34249e-06,1.34404e-06,1.31479e-06
1.37741e-06,1.32833e-06,1.34583e-06,1.40311e-06,1.39372e-06
1.4637e-06,1.42934e-06,1.36045e-06,1.4114e-06,1.4284e-06
1.43162e-06,1.42878e-06,1.42469e-06,1.44662e-06,1.42433e-06
1.52226e-06,1.44485e-06,1.48297e-06,1.46141e-06,1.48262e-06
1.48399e-06,1.50356e-06,1.50192e-06,1.46474e-06,1.52351e-06
1.54421e-06,1.56438e-06,1.54121e-06,1.50398e-06,1.55718e-06
1.5901e-06,1.5041e-06,1.54698e-06,1.54071e-06,1.62781e-06
1.56776e-06,1.54575e-06,1.58646e-06,1.58643e-06,1.58283e-06
1.63463e-06,1.56582e-06,1.58731e-06,1.65593e-06,1.60609e-06
1.68258e-06,1.61123e-06,1.58919e-06,1.71084e-06,1.63187e-06
1.68312e-06,1.63436e-06,1.61017e-06,1.65648e-06,1.67913e-06
1.72998e-06,1.65704e-06,1.73164e-06,1.68001e-06,1.63496e-06
1.73373e-06,1.67698e-06,1.70755e-06,1.70849e-06,1.68195e-06
1.81599e-06,1.72764e-06,1.75677e-06,1.73438e-06,1.75279e-06
1.87408e-06,1.73392e-06,1.81498e-06,1.81406e-06,1.73474e-06
1.7872e-06,1.75e-06,1.84437e-06,1.79019e-06,1.7622e-06
1.84433e-06,1.78933e-06,1.79246e-06,1.78093e-06,1.79031e-06
1.84805e-06,1.81903e-06,1.76136e-06,1.7664e-06,1.78948e-06
1.88047e-06,1.81768e-06,1.87407e-06,1.84497e-06,1.8478e-06
1.88267e-06,1.90474e-06,1.84623e-06,1.81813e-06,1.8749e-06
1.90516e-06,1.87523e-06,1.85157e-06,1.87758e-06,1.87717e-06
1.91166e-06,1.90601e-06,1.85025e-06,1.87552e-06,1.87831e-06
1.96772e-06,1.94238e-06,1.88293e-06,1.87621e-06,1.88111e-06
1.97638e-06,2.01334e-06,1.87799e-06,1.9088e-06,1.90556e-06
1.99189e-06,1.94248e-06,1.91238e-06,1.97035e-06,1.90931e-06
1.97646e-06,2.00903e-06,1.9397e-06,1.94538e-06,1.94442e-06
2.00883e-06,2.046e-06,1.97771e-06,1.94406e-06,1.94349e-06
2.1236e-06,2.04599e-06,1.97138e-06,1.94764e-06,1.97653e-06
2.04296e-06,2.0839e-06,1.98065e-06,1.97702e-06,2.01182e-06
2.08071e-06,2.05087e-06,2.01328e-06,2.0495e-06,2.00948e-06
2.04781e-06,2.12222e-06,2.01486e-06,2.05008e-06,2.04782e-06
2.08507e-06,2.08378e-06,2.04621e-06,2.04706e-06,2.04854e-06
2.12262e-06,2.08422e-06,2.07695e-06,2.04837e-06,2.04906e-06
