Run1,Run2,Run3,Run4,Run5
4.14667e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.16231e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.16231e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.16231e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.16231e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.16519e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.16519e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
4.18333e-06,4.15583e-06,4.15429e-06,4.20497e-06,4.17086e-06
