Run1,Run2,Run3,Run4,Run5
1.26761e-06,1.25639e-06,1.25608e-06,1.26973e-06,1.2164e-06
1.2839e-06,1.24416e-06,1.27071e-06,1.32703e-06,1.27145e-06
1.29954e-06,1.28918e-06,1.2976e-06,1.29795e-06,1.2963e-06
1.3015e-06,1.32802e-06,1.35834e-06,1.34125e-06,1.29863e-06
1.3778e-06,1.39141e-06,1.4115e-06,1.37398e-06,1.37559e-06
1.41065e-06,1.37601e-06,1.41294e-06,1.42869e-06,1.4104e-06
1.52472e-06,1.42787e-06,1.48286e-06,1.47684e-06,1.44441e-06
1.52327e-06,1.46425e-06,1.47803e-06,1.48443e-06,1.46661e-06
1.59166e-06,1.53875e-06,1.52035e-06,1.54307e-06,1.5425e-06
1.59131e-06,1.56223e-06,1.58277e-06,1.56508e-06,1.5668e-06
1.68428e-06,1.56755e-06,1.60024e-06,1.59111e-06,1.63051e-06
1.6816e-06,1.61186e-06,1.63077e-06,1.61114e-06,1.61093e-06
1.76087e-06,1.70347e-06,1.68059e-06,1.75477e-06,1.65285e-06
1.7612e-06,1.71e-06,1.68323e-06,1.73065e-06,1.68367e-06
1.78537e-06,1.7308e-06,1.73313e-06,1.75999e-06,1.7334e-06
1.79245e-06,1.76219e-06,1.7899e-06,1.71223e-06,1.75878e-06
1.81941e-06,1.78436e-06,1.75989e-06,1.78909e-06,1.73549e-06
1.84772e-06,1.81889e-06,1.84638e-06,1.87937e-06,1.78928e-06
1.87988e-06,1.87958e-06,1.84484e-06,1.86974e-06,1.81837e-06
1.85225e-06,1.94366e-06,1.87972e-06,1.87809e-06,1.84768e-06
1.943e-06,1.91052e-06,1.87972e-06,1.90965e-06,1.87927e-06
1.91149e-06,1.94516e-06,1.93892e-06,1.97085e-06,1.91128e-06
2.01326e-06,1.97701e-06,1.94308e-06,1.97085e-06,1.91168e-06
1.97916e-06,1.97705e-06,1.94229e-06,1.97727e-06,1.94229e-06
2.01233e-06,2.01169e-06,2.00817e-06,2.01014e-06,2.01032e-06
2.01459e-06,2.05001e-06,2.01268e-06,2.05193e-06,1.97791e-06
2.05027e-06,2.03988e-06,2.00859e-06,2.05045e-06,2.04921e-06
2.05085e-06,2.04932e-06,2.04552e-06,2.08524e-06,2.04964e-06
2.12442e-06,2.08353e-06,2.0459e-06,2.08678e-06,2.04862e-06
2.12664e-06,2.08801e-06,2.08683e-06,2.12216e-06,2.04955e-06
2.12709e-06,2.12265e-06,2.0857e-06,2.16561e-06,2.08606e-06
2.16693e-06,2.12112e-06,2.08712e-06,2.1272e-06,2.08075e-06
2.16599e-06,2.12718e-06,2.12759e-06,2.1277e-06,2.08721e-06
2.16646e-06,2.16241e-06,2.12023e-06,2.12864e-06,2.08625e-06
2.16726e-06,2.16772e-06,2.08931e-06,2.16707e-06,2.12217e-06
2.16775e-06,2.16749e-06,2.1279e-06,2.16775e-06,2.12579e-06
2.16775e-06,2.16832e-06,2.12584e-06,2.16775e-06,2.12625e-06
2.16731e-06,2.1695e-06,2.1268e-06,2.16891e-06,2.12745e-06
2.16735e-06,2.16897e-06,2.12807e-06,2.16883e-06,2.16403e-06
2.20669e-06,2.16899e-06,2.12743e-06,2.16883e-06,2.16561e-06
2.20669e-06,2.1703e-06,2.16568e-06,2.16888e-06,2.16745e-06
2.20669e-06,2.1699e-06,2.16641e-06,2.16891e-06,2.16757e-06
2.20669e-06,2.17008e-06,2.16662e-06,2.16891e-06,2.16697e-06
2.20791e-06,2.1703e-06,2.16727e-06,2.16891e-06,2.20723e-06
2.20791e-06,2.17029e-06,2.16683e-06,2.16891e-06,2.16746e-06
2.20791e-06,2.16965e-06,2.16684e-06,2.16891e-06,2.16794e-06
2.20791e-06,2.17067e-06,2.16699e-06,2.16891e-06,2.16793e-06
2.20796e-06,2.17067e-06,2.1676e-06,2.16891e-06,2.16792e-06
2.20796e-06,2.17069e-06,2.16766e-06,2.16891e-06,2.16834e-06
2.20796e-06,2.17069e-06,2.16809e-06,2.16891e-06,2.16845e-06
2.20796e-06,2.17069e-06,2.16827e-06,2.16891e-06,2.16845e-06
2.20796e-06,2.17069e-06,2.16811e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16809e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16826e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16829e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16842e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16842e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16842e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16842e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
2.20796e-06,2.17069e-06,2.16844e-06,2.16891e-06,2.16865e-06
