Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
4.879065e+05,2.049573e-06,54,9.829252e-01,1.575873e+04,7.434387e+00
4.784785e+05,2.089958e-06,53,9.851804e-01,1.481141e+04,7.924229e+00
4.801129e+05,2.082843e-06,53,9.958673e-01,1.753994e+04,8.020280e+00
4.790739e+05,2.087361e-06,53,9.695523e-01,1.580537e+04,7.942399e+00
4.797380e+05,2.084471e-06,53,9.876806e-01,1.691396e+04,8.179581e+00
4.697118e+05,2.128965e-06,52,9.996116e-01,1.496793e+04,8.289293e+00
4.792569e+05,2.086564e-06,53,9.892388e-01,1.611084e+04,7.561344e+00
5.064219e+05,1.974638e-06,56,9.806697e-01,1.708506e+04,7.712266e+00
4.793782e+05,2.086036e-06,53,9.983763e-01,1.631331e+04,7.423825e+00
4.788177e+05,2.088477e-06,53,9.736724e-01,1.537760e+04,7.734642e+00
4.891583e+05,2.044328e-06,54,9.982552e-01,1.784854e+04,7.917116e+00
4.788033e+05,2.088540e-06,53,9.898861e-01,1.535367e+04,7.982210e+00
4.876371e+05,2.050705e-06,54,9.862129e-01,1.530905e+04,7.691160e+00
4.788301e+05,2.088423e-06,53,9.929680e-01,1.539836e+04,7.803952e+00
4.881344e+05,2.048616e-06,54,9.988111e-01,1.613920e+04,8.081849e+00
4.710331e+05,2.122993e-06,52,9.729346e-01,1.717378e+04,8.001119e+00
4.790383e+05,2.087516e-06,53,9.821526e-01,1.574595e+04,7.516401e+00
4.878104e+05,2.049977e-06,54,9.814003e-01,1.559837e+04,7.822859e+00
4.702906e+05,2.126345e-06,52,9.896674e-01,1.593415e+04,7.875461e+00
4.633477e+05,2.158207e-06,51,9.938475e-01,1.913553e+04,7.805673e+00
4.873630e+05,2.051858e-06,54,9.983851e-01,1.485152e+04,7.801164e+00
4.875288e+05,2.051161e-06,54,9.982492e-01,1.512824e+04,7.779396e+00
4.974604e+05,2.010210e-06,55,9.997830e-01,1.691634e+04,7.961158e+00
4.786797e+05,2.089080e-06,53,9.969710e-01,1.514726e+04,7.959879e+00
4.704283e+05,2.125722e-06,52,9.840686e-01,1.616412e+04,7.975120e+00
4.879927e+05,2.049211e-06,54,9.907085e-01,1.590264e+04,7.657159e+00
4.874920e+05,2.051316e-06,54,9.760797e-01,1.506686e+04,7.776264e+00
4.873607e+05,2.051868e-06,54,9.685615e-01,1.484759e+04,7.741280e+00
4.708051e+05,2.124021e-06,52,9.980091e-01,1.679324e+04,7.958497e+00
4.789292e+05,2.087991e-06,53,9.744321e-01,1.556381e+04,7.862037e+00
4.880364e+05,2.049027e-06,54,9.858738e-01,1.597562e+04,7.693744e+00
4.879610e+05,2.049344e-06,54,9.998699e-01,1.584986e+04,7.779886e+00
4.719543e+05,2.118849e-06,52,9.940868e-01,1.871166e+04,7.885406e+00
4.703133e+05,2.126242e-06,52,9.894121e-01,1.597208e+04,7.866034e+00
4.790299e+05,2.087552e-06,53,9.946251e-01,1.573189e+04,8.273944e+00
5.061919e+05,1.975535e-06,56,9.759344e-01,1.670107e+04,7.879431e+00
4.873911e+05,2.051740e-06,54,9.837323e-01,1.489844e+04,8.050417e+00
4.790758e+05,2.087352e-06,53,9.951172e-01,1.580852e+04,7.764470e+00
4.873758e+05,2.051805e-06,54,9.794948e-01,1.487285e+04,7.817185e+00
4.790483e+05,2.087472e-06,53,9.845544e-01,1.576255e+04,7.819176e+00
