Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
4.704797e+05,2.125490e-06,52,9.849839e-01,1.624988e+04,1.184321e+01
4.617725e+05,2.165569e-06,51,9.804501e-01,1.650573e+04,1.248022e+01
4.798331e+05,2.084058e-06,53,9.985325e-01,1.707282e+04,1.217441e+01
4.785936e+05,2.089455e-06,53,9.914698e-01,1.500357e+04,1.210486e+01
4.785272e+05,2.089746e-06,53,9.672952e-01,1.489262e+04,1.285666e+01
4.886547e+05,2.046435e-06,54,9.801842e-01,1.700786e+04,1.151330e+01
4.704410e+05,2.125665e-06,52,9.925871e-01,1.618531e+04,1.216823e+01
4.703319e+05,2.126158e-06,52,9.988291e-01,1.600312e+04,1.151700e+01
4.786540e+05,2.089192e-06,53,9.966209e-01,1.510439e+04,1.203289e+01
4.786903e+05,2.089033e-06,53,9.953921e-01,1.516493e+04,1.174270e+01
4.792178e+05,2.086734e-06,53,9.999980e-01,1.604552e+04,1.210065e+01
4.879204e+05,2.049515e-06,54,9.841504e-01,1.578196e+04,1.156862e+01
4.697714e+05,2.128695e-06,52,9.973254e-01,1.506748e+04,1.209958e+01
4.789092e+05,2.088079e-06,53,9.885995e-01,1.553030e+04,1.233237e+01
4.961114e+05,2.015676e-06,55,9.744306e-01,1.466431e+04,1.165048e+01
4.704817e+05,2.125481e-06,52,9.991995e-01,1.625317e+04,1.290746e+01
4.705921e+05,2.124983e-06,52,9.834804e-01,1.643756e+04,1.197185e+01
4.709402e+05,2.123412e-06,52,9.950665e-01,1.701874e+04,1.192570e+01
4.700774e+05,2.127309e-06,52,9.961187e-01,1.557831e+04,1.187352e+01
4.880031e+05,2.049167e-06,54,9.934115e-01,1.592006e+04,1.211090e+01
4.698017e+05,2.128558e-06,52,9.863614e-01,1.511807e+04,1.225045e+01
4.609765e+05,2.169308e-06,51,9.950829e-01,1.517696e+04,1.160037e+01
4.695333e+05,2.129774e-06,52,9.895208e-01,1.466992e+04,1.208754e+01
4.703304e+05,2.126165e-06,52,9.982169e-01,1.600058e+04,1.196219e+01
4.698431e+05,2.128370e-06,52,9.890300e-01,1.518721e+04,1.211388e+01
4.703104e+05,2.126255e-06,52,9.945468e-01,1.596734e+04,1.156090e+01
4.789888e+05,2.087732e-06,53,9.895029e-01,1.566319e+04,1.209514e+01
4.787060e+05,2.088965e-06,53,9.975328e-01,1.519116e+04,1.220282e+01
4.715222e+05,2.120791e-06,52,9.993215e-01,1.799026e+04,1.232076e+01
4.783701e+05,2.090432e-06,53,9.924531e-01,1.463036e+04,1.158142e+01
4.782164e+05,2.091103e-06,53,9.756351e-01,1.437383e+04,1.195843e+01
4.704930e+05,2.125430e-06,52,9.924379e-01,1.627216e+04,1.220978e+01
4.786807e+05,2.089075e-06,53,9.756924e-01,1.514894e+04,1.171517e+01
4.707718e+05,2.124171e-06,52,9.994717e-01,1.673766e+04,1.207807e+01
4.797357e+05,2.084481e-06,53,9.861044e-01,1.691022e+04,1.211533e+01
4.697116e+05,2.128966e-06,52,9.908314e-01,1.496755e+04,1.269304e+01
4.699569e+05,2.127854e-06,52,9.974672e-01,1.537717e+04,1.270496e+01
4.536811e+05,2.204192e-06,50,9.950662e-01,1.778973e+04,1.188291e+01
4.878640e+05,2.049751e-06,54,9.725102e-01,1.568794e+04,1.249167e+01
4.612964e+05,2.167804e-06,51,9.902113e-01,1.571105e+04,1.257370e+01
