Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
4.794187e+05,2.085859e-06,53,9.909418e-01,1.638100e+04,5.143810e+00
4.891779e+05,2.044246e-06,54,9.984978e-01,1.788129e+04,4.825445e+00
4.704520e+05,2.125615e-06,52,9.958087e-01,1.620367e+04,5.000505e+00
4.877808e+05,2.050101e-06,54,9.863397e-01,1.554883e+04,4.739160e+00
4.882574e+05,2.048100e-06,54,9.778044e-01,1.634449e+04,4.793421e+00
4.701870e+05,2.126813e-06,52,9.920865e-01,1.576128e+04,4.895657e+00
4.895369e+05,2.042747e-06,54,9.972615e-01,1.848064e+04,4.968646e+00
4.629106e+05,2.160245e-06,51,9.994643e-01,1.840576e+04,4.871707e+00
4.796937e+05,2.084663e-06,53,9.955020e-01,1.684015e+04,4.894537e+00
4.700773e+05,2.127310e-06,52,9.891362e-01,1.557815e+04,4.941429e+00
4.789706e+05,2.087811e-06,53,9.861348e-01,1.563284e+04,4.972767e+00
4.710050e+05,2.123120e-06,52,9.804797e-01,1.712688e+04,4.929790e+00
4.893534e+05,2.043513e-06,54,9.939998e-01,1.817422e+04,4.926825e+00
4.966010e+05,2.013689e-06,55,9.951897e-01,1.548167e+04,4.970531e+00
4.714950e+05,2.120913e-06,52,9.996416e-01,1.794485e+04,4.991087e+00
4.961838e+05,2.015382e-06,55,9.977354e-01,1.478514e+04,4.796185e+00
4.704903e+05,2.125443e-06,52,9.923580e-01,1.626759e+04,4.942107e+00
4.884732e+05,2.047195e-06,54,9.913914e-01,1.670480e+04,4.995428e+00
4.881708e+05,2.048464e-06,54,9.842172e-01,1.619992e+04,5.248317e+00
4.886981e+05,2.046253e-06,54,9.931765e-01,1.708033e+04,4.712512e+00
4.702649e+05,2.126461e-06,52,9.997060e-01,1.589128e+04,4.818053e+00
4.801654e+05,2.082616e-06,53,9.648801e-01,1.762761e+04,4.668424e+00
4.800920e+05,2.082934e-06,53,9.959130e-01,1.750501e+04,4.847433e+00
4.879873e+05,2.049234e-06,54,9.784678e-01,1.589367e+04,4.985994e+00
4.884300e+05,2.047376e-06,54,9.887359e-01,1.663279e+04,4.923134e+00
4.966755e+05,2.013387e-06,55,9.683838e-01,1.560608e+04,4.903305e+00
4.618146e+05,2.165371e-06,51,9.911827e-01,1.657622e+04,4.751037e+00
4.884268e+05,2.047390e-06,54,9.913002e-01,1.662727e+04,5.145899e+00
4.879240e+05,2.049500e-06,54,9.578754e-01,1.578786e+04,4.838485e+00
4.887045e+05,2.046226e-06,54,9.909031e-01,1.709099e+04,4.992690e+00
4.965014e+05,2.014093e-06,55,9.891663e-01,1.531539e+04,4.945177e+00
4.962437e+05,2.015139e-06,55,9.652829e-01,1.488521e+04,4.914841e+00
4.973020e+05,2.010850e-06,55,9.943835e-01,1.665195e+04,4.981941e+00
4.880554e+05,2.048948e-06,54,9.964331e-01,1.600734e+04,4.679647e+00
4.969460e+05,2.012291e-06,55,9.955285e-01,1.605755e+04,5.098252e+00
4.714411e+05,2.121156e-06,52,9.965134e-01,1.785486e+04,4.852721e+00
4.878138e+05,2.049963e-06,54,9.888411e-01,1.560390e+04,4.921798e+00
4.976054e+05,2.009624e-06,55,9.612685e-01,1.715841e+04,5.122672e+00
4.882186e+05,2.048263e-06,54,9.988792e-01,1.627978e+04,4.941995e+00
4.789881e+05,2.087734e-06,53,9.768666e-01,1.566213e+04,4.944955e+00
