Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
4.694507e+05,2.130149e-06,52,9.994362e-01,1.453201e+04,1.498809e+01
4.697799e+05,2.128656e-06,52,9.878220e-01,1.508176e+04,1.507844e+01
4.608172e+05,2.170058e-06,51,9.851510e-01,1.491105e+04,1.508211e+01
4.610732e+05,2.168853e-06,51,9.837179e-01,1.533845e+04,1.500851e+01
4.525617e+05,2.209644e-06,50,9.921461e-01,1.592102e+04,1.516442e+01
4.525543e+05,2.209679e-06,50,9.985986e-01,1.590876e+04,1.491554e+01
4.626819e+05,2.161312e-06,51,9.948695e-01,1.802400e+04,1.495942e+01
4.699837e+05,2.127734e-06,52,9.882163e-01,1.542187e+04,1.496717e+01
4.611510e+05,2.168487e-06,51,9.684892e-01,1.546826e+04,1.497732e+01
4.612242e+05,2.168143e-06,51,9.970948e-01,1.559056e+04,1.497116e+01
4.696224e+05,2.129370e-06,52,9.778935e-01,1.481867e+04,1.498794e+01
4.609553e+05,2.169408e-06,51,9.744269e-01,1.514155e+04,1.505183e+01
4.619772e+05,2.164609e-06,51,9.973508e-01,1.684756e+04,1.508351e+01
4.613827e+05,2.167398e-06,51,9.971488e-01,1.585511e+04,1.491091e+01
4.609605e+05,2.169383e-06,51,9.970608e-01,1.515028e+04,1.500711e+01
4.695660e+05,2.129626e-06,52,9.783702e-01,1.472457e+04,1.512735e+01
4.611383e+05,2.168547e-06,51,9.989572e-01,1.544713e+04,1.509789e+01
4.615400e+05,2.166659e-06,51,9.971985e-01,1.611778e+04,1.497092e+01
4.526588e+05,2.209169e-06,50,9.978223e-01,1.608310e+04,1.498437e+01
4.522701e+05,2.211068e-06,50,9.992940e-01,1.543417e+04,1.491116e+01
4.610131e+05,2.169136e-06,51,9.972052e-01,1.523811e+04,1.507196e+01
4.697836e+05,2.128640e-06,52,9.848006e-01,1.508787e+04,1.512053e+01
4.531538e+05,2.206756e-06,50,9.997501e-01,1.690952e+04,1.495641e+01
4.615168e+05,2.166768e-06,51,9.928907e-01,1.607897e+04,1.505491e+01
4.611372e+05,2.168552e-06,51,9.778534e-01,1.544516e+04,1.499055e+01
4.614138e+05,2.167252e-06,51,9.859995e-01,1.590699e+04,1.494926e+01
4.608905e+05,2.169713e-06,51,9.878877e-01,1.503336e+04,1.500976e+01
4.612791e+05,2.167885e-06,51,9.873276e-01,1.568213e+04,1.499823e+01
4.623619e+05,2.162808e-06,51,9.990535e-01,1.748989e+04,1.493521e+01
4.616834e+05,2.165987e-06,51,9.943526e-01,1.635706e+04,1.496149e+01
4.694673e+05,2.130074e-06,52,9.812411e-01,1.455976e+04,1.493254e+01
4.698215e+05,2.128468e-06,52,9.919780e-01,1.515110e+04,1.488078e+01
4.615436e+05,2.166643e-06,51,9.997671e-01,1.612369e+04,1.484192e+01
4.710802e+05,2.122781e-06,52,9.994937e-01,1.725249e+04,1.499088e+01
4.608801e+05,2.169762e-06,51,9.930515e-01,1.501589e+04,1.497566e+01
4.532543e+05,2.206267e-06,50,9.991894e-01,1.707727e+04,1.496925e+01
4.606465e+05,2.170862e-06,51,9.893190e-01,1.462606e+04,1.489369e+01
4.609301e+05,2.169526e-06,51,9.972885e-01,1.509955e+04,1.520262e+01
4.610713e+05,2.168862e-06,51,9.803077e-01,1.533532e+04,1.502006e+01
4.699279e+05,2.127986e-06,52,9.977721e-01,1.532878e+04,1.490804e+01
