Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
4.612040e+05,2.168238e-06,51,9.961299e-01,1.555676e+04,2.349269e+01
4.616435e+05,2.166174e-06,51,9.994439e-01,1.629046e+04,2.344573e+01
4.529759e+05,2.207623e-06,50,9.999213e-01,1.661251e+04,2.353599e+01
4.610995e+05,2.168729e-06,51,9.915697e-01,1.538234e+04,2.351445e+01
4.608684e+05,2.169817e-06,51,9.840621e-01,1.499641e+04,2.355584e+01
4.607674e+05,2.170292e-06,51,9.915556e-01,1.482791e+04,2.360574e+01
4.610531e+05,2.168948e-06,51,9.996495e-01,1.530482e+04,2.351668e+01
4.609450e+05,2.169456e-06,51,9.993677e-01,1.512431e+04,2.351642e+01
4.537072e+05,2.204064e-06,50,9.990546e-01,1.783341e+04,2.346007e+01
4.607559e+05,2.170347e-06,51,9.889273e-01,1.480869e+04,2.349834e+01
4.526905e+05,2.209015e-06,50,9.989200e-01,1.613605e+04,2.350876e+01
4.533350e+05,2.205874e-06,50,9.935597e-01,1.721197e+04,2.353012e+01
4.527261e+05,2.208841e-06,50,9.907166e-01,1.619558e+04,2.349646e+01
4.614306e+05,2.167173e-06,51,9.981139e-01,1.593506e+04,2.347230e+01
4.614395e+05,2.167131e-06,51,9.968150e-01,1.594989e+04,2.352304e+01
4.614710e+05,2.166983e-06,51,9.899299e-01,1.600258e+04,2.348885e+01
4.608740e+05,2.169791e-06,51,9.949347e-01,1.500580e+04,2.342972e+01
4.524867e+05,2.210010e-06,50,9.933488e-01,1.579573e+04,2.351977e+01
4.700847e+05,2.127276e-06,52,9.984029e-01,1.559056e+04,2.351492e+01
4.526280e+05,2.209320e-06,50,9.935061e-01,1.603174e+04,2.352016e+01
4.613047e+05,2.167765e-06,51,9.970610e-01,1.572485e+04,2.353869e+01
4.614876e+05,2.166905e-06,51,9.775099e-01,1.603023e+04,2.347747e+01
4.614850e+05,2.166918e-06,51,9.874229e-01,1.602585e+04,2.356431e+01
4.611768e+05,2.168366e-06,51,9.899529e-01,1.551134e+04,2.353489e+01
4.611561e+05,2.168463e-06,51,9.971997e-01,1.547684e+04,2.358833e+01
4.523476e+05,2.210689e-06,50,9.915767e-01,1.556365e+04,2.347849e+01
4.614400e+05,2.167129e-06,51,9.866949e-01,1.595063e+04,2.354325e+01
4.621921e+05,2.163603e-06,51,9.933815e-01,1.720627e+04,2.361579e+01
4.529506e+05,2.207746e-06,50,9.941565e-01,1.657028e+04,2.346147e+01
4.612407e+05,2.168066e-06,51,9.723052e-01,1.561803e+04,2.349522e+01
4.623757e+05,2.162744e-06,51,9.975263e-01,1.751279e+04,2.347243e+01
4.533980e+05,2.205568e-06,50,9.943340e-01,1.731719e+04,2.358624e+01
4.607907e+05,2.170183e-06,51,9.954708e-01,1.486672e+04,2.354972e+01
4.612650e+05,2.167951e-06,51,9.860095e-01,1.565853e+04,2.344690e+01
4.617151e+05,2.165838e-06,51,9.990082e-01,1.640999e+04,2.348738e+01
4.524924e+05,2.209982e-06,50,9.692500e-01,1.580528e+04,2.347857e+01
4.529456e+05,2.207770e-06,50,9.976421e-01,1.656198e+04,2.346798e+01
4.697524e+05,2.128781e-06,52,9.990879e-01,1.503571e+04,2.387074e+01
4.615376e+05,2.166671e-06,51,9.905819e-01,1.611370e+04,2.355694e+01
4.608483e+05,2.169912e-06,51,9.836990e-01,1.496290e+04,2.350788e+01
