Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
4.616876e+05,2.165967e-06,51,9.873278e-01,1.636407e+04,1.562521e+01
4.697302e+05,2.128882e-06,52,9.692464e-01,1.499869e+04,1.560815e+01
4.698038e+05,2.128548e-06,52,9.838382e-01,1.512160e+04,1.576425e+01
4.699595e+05,2.127843e-06,52,9.963542e-01,1.538139e+04,1.566091e+01
4.613493e+05,2.167555e-06,51,9.985605e-01,1.579940e+04,1.565685e+01
4.613330e+05,2.167632e-06,51,9.953167e-01,1.577213e+04,1.570776e+01
4.528463e+05,2.208255e-06,50,9.985437e-01,1.639612e+04,1.569245e+01
4.700588e+05,2.127393e-06,52,9.907177e-01,1.554725e+04,1.570325e+01
4.611661e+05,2.168416e-06,51,9.905137e-01,1.549347e+04,1.566693e+01
4.702168e+05,2.126679e-06,52,9.932600e-01,1.581099e+04,1.568368e+01
4.699842e+05,2.127731e-06,52,9.819615e-01,1.542274e+04,1.566533e+01
4.612654e+05,2.167949e-06,51,9.914470e-01,1.565922e+04,1.568385e+01
4.614883e+05,2.166902e-06,51,9.990859e-01,1.603136e+04,1.570576e+01
4.611274e+05,2.168598e-06,51,9.990314e-01,1.542887e+04,1.567091e+01
4.696882e+05,2.129072e-06,52,9.951137e-01,1.492859e+04,1.580719e+01
4.612591e+05,2.167979e-06,51,9.796935e-01,1.564873e+04,1.567979e+01
4.695783e+05,2.129570e-06,52,9.611146e-01,1.474503e+04,1.566080e+01
4.614799e+05,2.166941e-06,51,9.918167e-01,1.601745e+04,1.562876e+01
4.698615e+05,2.128287e-06,52,9.812271e-01,1.521786e+04,1.564741e+01
4.531059e+05,2.206990e-06,50,9.986798e-01,1.682957e+04,1.568933e+01
4.613666e+05,2.167474e-06,51,9.891813e-01,1.582818e+04,1.581787e+01
4.610367e+05,2.169025e-06,51,9.707522e-01,1.527743e+04,1.564818e+01
4.614899e+05,2.166895e-06,51,9.998262e-01,1.603405e+04,1.566148e+01
4.608256e+05,2.170018e-06,51,9.917494e-01,1.492499e+04,1.565738e+01
4.700119e+05,2.127606e-06,52,9.985540e-01,1.546898e+04,1.569685e+01
4.710670e+05,2.122840e-06,52,9.874907e-01,1.723037e+04,1.568714e+01
4.535757e+05,2.204704e-06,50,9.984233e-01,1.761376e+04,1.582221e+01
4.609124e+05,2.169610e-06,51,9.998423e-01,1.506989e+04,1.571268e+01
4.608847e+05,2.169740e-06,51,9.938040e-01,1.502379e+04,1.560887e+01
4.618782e+05,2.165073e-06,51,9.778033e-01,1.668236e+04,1.565508e+01
4.537032e+05,2.204084e-06,50,9.905568e-01,1.782671e+04,1.559846e+01
4.698774e+05,2.128215e-06,52,9.893855e-01,1.524430e+04,1.565798e+01
4.610503e+05,2.168961e-06,51,9.715862e-01,1.530013e+04,1.578971e+01
4.695807e+05,2.129560e-06,52,9.895428e-01,1.474905e+04,1.567278e+01
4.623717e+05,2.162762e-06,51,9.826846e-01,1.750612e+04,1.568951e+01
4.697630e+05,2.128733e-06,52,9.996081e-01,1.505335e+04,1.566393e+01
4.619238e+05,2.164859e-06,51,9.939735e-01,1.675842e+04,1.561741e+01
4.610753e+05,2.168843e-06,51,9.998008e-01,1.534195e+04,1.568110e+01
4.537459e+05,2.203877e-06,50,9.998087e-01,1.789799e+04,1.563729e+01
4.613362e+05,2.167616e-06,51,9.675416e-01,1.577751e+04,1.583949e+01
