Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
2.575524e+05,3.882706e-06,24,4.788652e+00,7.495886e+04,6.013536e+00
2.589128e+05,3.862304e-06,24,4.891035e+00,7.723006e+04,5.913491e+00
2.597054e+05,3.850517e-06,24,4.918388e+00,7.855320e+04,5.994902e+00
2.592858e+05,3.856747e-06,24,4.869239e+00,7.785285e+04,6.047997e+00
2.607137e+05,3.835625e-06,24,4.967269e+00,8.023662e+04,5.867717e+00
2.577130e+05,3.880285e-06,23,4.999639e+00,9.001922e+04,6.185393e+00
2.613948e+05,3.825631e-06,24,4.750025e+00,8.137359e+04,5.809939e+00
2.643337e+05,3.783097e-06,24,4.946784e+00,8.628000e+04,5.932700e+00
2.609194e+05,3.832601e-06,24,4.692832e+00,8.058003e+04,6.011543e+00
2.669057e+05,3.746642e-06,25,4.967140e+00,7.578162e+04,5.776790e+00
2.648748e+05,3.775368e-06,24,4.968381e+00,8.718336e+04,5.928146e+00
2.718668e+05,3.678272e-06,25,4.826529e+00,8.406391e+04,5.896211e+00
2.761919e+05,3.620670e-06,26,4.892632e+00,7.649236e+04,5.993556e+00
2.663494e+05,3.754467e-06,25,4.658252e+00,7.485286e+04,5.846059e+00
2.611519e+05,3.829189e-06,24,4.772851e+00,8.096812e+04,6.046995e+00
2.606559e+05,3.836476e-06,24,4.946526e+00,8.014009e+04,6.121124e+00
2.668119e+05,3.747959e-06,25,4.786614e+00,7.562503e+04,6.141928e+00
2.668225e+05,3.747810e-06,25,4.960998e+00,7.564275e+04,5.909109e+00
2.567211e+05,3.895278e-06,23,4.823646e+00,8.836325e+04,5.812638e+00
2.629130e+05,3.803539e-06,24,4.988566e+00,8.390825e+04,6.145983e+00
2.748315e+05,3.638593e-06,26,4.712523e+00,7.422123e+04,5.964467e+00
2.699283e+05,3.704687e-06,25,4.936955e+00,8.082780e+04,5.973953e+00
2.593863e+05,3.855253e-06,24,4.994051e+00,7.802056e+04,6.330663e+00
2.554413e+05,3.914794e-06,24,4.824024e+00,7.143456e+04,6.055287e+00
2.658856e+05,3.761016e-06,24,4.993964e+00,8.887078e+04,6.213972e+00
2.765650e+05,3.615786e-06,25,4.957060e+00,9.190736e+04,6.088593e+00
2.569314e+05,3.892090e-06,24,4.943219e+00,7.392216e+04,5.941631e+00
2.512762e+05,3.979685e-06,23,4.994255e+00,7.927321e+04,5.952781e+00
2.614079e+05,3.825439e-06,24,4.605280e+00,8.139546e+04,5.765101e+00
2.683246e+05,3.726830e-06,25,4.818377e+00,7.815034e+04,5.972165e+00
2.652863e+05,3.769513e-06,25,4.601538e+00,7.307805e+04,6.077915e+00
2.597365e+05,3.850055e-06,24,4.614599e+00,7.860523e+04,6.029490e+00
2.672693e+05,3.741545e-06,24,4.922860e+00,9.118077e+04,5.920419e+00
2.679968e+05,3.731388e-06,25,4.974067e+00,7.760319e+04,6.016277e+00
2.729312e+05,3.663927e-06,25,4.953263e+00,8.584088e+04,5.983808e+00
2.627961e+05,3.805232e-06,24,4.911700e+00,8.371300e+04,6.070641e+00
2.603542e+05,3.840922e-06,24,4.824913e+00,7.963639e+04,5.919477e+00
2.600937e+05,3.844768e-06,24,4.979651e+00,7.920150e+04,6.098132e+00
2.646139e+05,3.779090e-06,24,4.929991e+00,8.674783e+04,5.962274e+00
2.617078e+05,3.821055e-06,24,4.660302e+00,8.189618e+04,5.944675e+00
