Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
2.879148e+05,3.473250e-06,27,4.959870e+00,8.127084e+04,1.329688e+01
2.753535e+05,3.631695e-06,26,4.798171e+00,7.509264e+04,1.328138e+01
2.713514e+05,3.685258e-06,25,4.992898e+00,8.320357e+04,1.323622e+01
2.795210e+05,3.577549e-06,26,4.828383e+00,8.205007e+04,1.322834e+01
2.613954e+05,3.825623e-06,24,4.967121e+00,8.137456e+04,1.330994e+01
2.804694e+05,3.565451e-06,26,4.926816e+00,8.363338e+04,1.339911e+01
2.648929e+05,3.775111e-06,25,4.528117e+00,7.242131e+04,1.314962e+01
2.773300e+05,3.605812e-06,25,4.993721e+00,9.318449e+04,1.329949e+01
2.691327e+05,3.715639e-06,25,4.924055e+00,7.949950e+04,1.338542e+01
2.766509e+05,3.614664e-06,26,4.969407e+00,7.725859e+04,1.326937e+01
2.864259e+05,3.491305e-06,26,4.991697e+00,9.357743e+04,1.318134e+01
2.769144e+05,3.611224e-06,26,4.754028e+00,7.769852e+04,1.329946e+01
2.846266e+05,3.513376e-06,27,4.879926e+00,7.578142e+04,1.325651e+01
2.879292e+05,3.473077e-06,27,4.976164e+00,8.129493e+04,1.326849e+01
2.664104e+05,3.753608e-06,24,4.863782e+00,8.974689e+04,1.312632e+01
2.897680e+05,3.451037e-06,27,4.929409e+00,8.436480e+04,1.330789e+01
2.788126e+05,3.586639e-06,26,4.740464e+00,8.086741e+04,1.309825e+01
2.717897e+05,3.679316e-06,25,4.967369e+00,8.393523e+04,1.330931e+01
2.841678e+05,3.519048e-06,26,4.897780e+00,8.980764e+04,1.328850e+01
2.709673e+05,3.690483e-06,25,4.994433e+00,8.256217e+04,1.327604e+01
2.582689e+05,3.871933e-06,24,4.880991e+00,7.615516e+04,1.318028e+01
2.897911e+05,3.450762e-06,28,4.738126e+00,6.961118e+04,1.318254e+01
2.727527e+05,3.666325e-06,25,4.904696e+00,8.554284e+04,1.328787e+01
2.838496e+05,3.522993e-06,27,4.749741e+00,7.448430e+04,1.324855e+01
2.815329e+05,3.551983e-06,26,4.986835e+00,8.540883e+04,1.328839e+01
2.780386e+05,3.596623e-06,26,4.706849e+00,7.957522e+04,1.317279e+01
2.733957e+05,3.657703e-06,26,4.505990e+00,7.182412e+04,1.321863e+01
2.931294e+05,3.411462e-06,28,4.772914e+00,7.518438e+04,1.314822e+01
2.792867e+05,3.580550e-06,26,4.975564e+00,8.165895e+04,1.326797e+01
2.685815e+05,3.723265e-06,25,4.866377e+00,7.857927e+04,1.323724e+01
2.744286e+05,3.643935e-06,26,4.530885e+00,7.354859e+04,1.325552e+01
2.867491e+05,3.487370e-06,27,4.674284e+00,7.932479e+04,1.324060e+01
2.747720e+05,3.639381e-06,26,4.684590e+00,7.412194e+04,1.319290e+01
2.711199e+05,3.688405e-06,25,4.848242e+00,8.281696e+04,1.344172e+01
2.636477e+05,3.792941e-06,24,4.648069e+00,8.513469e+04,1.314108e+01
2.917917e+05,3.427102e-06,28,4.842523e+00,7.295117e+04,1.325445e+01
2.722859e+05,3.672611e-06,26,4.418802e+00,6.997144e+04,1.324872e+01
2.779385e+05,3.597918e-06,26,4.801320e+00,7.940816e+04,1.332523e+01
2.875810e+05,3.477281e-06,27,4.933718e+00,8.071373e+04,1.326278e+01
2.761751e+05,3.620891e-06,26,4.494813e+00,7.646429e+04,1.325907e+01
