Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
2.443514e+05,4.092466e-06,17,9.507587e+00,1.564657e+05,1.634333e+01
2.404846e+05,4.158271e-06,19,7.120964e+00,1.204258e+05,1.611348e+01
2.383559e+05,4.195407e-06,18,8.254811e+00,1.316642e+05,1.617969e+01
2.438150e+05,4.101470e-06,19,8.258894e+00,1.259859e+05,1.601925e+01
2.404605e+05,4.158687e-06,18,8.076470e+00,1.351778e+05,1.611099e+01
2.411942e+05,4.146036e-06,18,8.314005e+00,1.364027e+05,1.601822e+01
2.418380e+05,4.134999e-06,19,7.983417e+00,1.226854e+05,1.604380e+01
2.410885e+05,4.147855e-06,18,8.945666e+00,1.362262e+05,1.611438e+01
2.366313e+05,4.225983e-06,18,8.319814e+00,1.287852e+05,1.604576e+01
2.399676e+05,4.167229e-06,18,8.470526e+00,1.343549e+05,1.614483e+01
2.395462e+05,4.174561e-06,18,8.201753e+00,1.336513e+05,1.602514e+01
2.376400e+05,4.208046e-06,18,8.334923e+00,1.304690e+05,1.607170e+01
2.435566e+05,4.105822e-06,18,9.209910e+00,1.403466e+05,1.613354e+01
2.391241e+05,4.181929e-06,17,9.681811e+00,1.477389e+05,1.617689e+01
2.362422e+05,4.232944e-06,18,8.334885e+00,1.281356e+05,1.617908e+01
2.472463e+05,4.044549e-06,18,9.040284e+00,1.465064e+05,1.614457e+01
2.399073e+05,4.168276e-06,18,8.800091e+00,1.342543e+05,1.615589e+01
2.360683e+05,4.236062e-06,18,8.268657e+00,1.278453e+05,1.607845e+01
2.390207e+05,4.183738e-06,18,8.654429e+00,1.327741e+05,1.628156e+01
2.416788e+05,4.137723e-06,19,7.448671e+00,1.224195e+05,1.593976e+01
2.373752e+05,4.212739e-06,18,7.735035e+00,1.300271e+05,1.605340e+01
2.380529e+05,4.200747e-06,18,8.433891e+00,1.311584e+05,1.606008e+01
2.378026e+05,4.205169e-06,18,8.321679e+00,1.307405e+05,1.603462e+01
2.383272e+05,4.195912e-06,18,8.475891e+00,1.316164e+05,1.615601e+01
2.366431e+05,4.225772e-06,18,8.396467e+00,1.288049e+05,1.614322e+01
2.371276e+05,4.217138e-06,18,8.463669e+00,1.296137e+05,1.616814e+01
2.402704e+05,4.161977e-06,18,8.640250e+00,1.348605e+05,1.620762e+01
2.396645e+05,4.172499e-06,18,8.614443e+00,1.338490e+05,1.619669e+01
2.361204e+05,4.235128e-06,18,8.315462e+00,1.279322e+05,1.601252e+01
2.395501e+05,4.174493e-06,18,8.527382e+00,1.336579e+05,1.611971e+01
2.392923e+05,4.178990e-06,19,7.656250e+00,1.184354e+05,1.586788e+01
2.418267e+05,4.135192e-06,18,8.777698e+00,1.374587e+05,1.621001e+01
2.417615e+05,4.136308e-06,17,9.973709e+00,1.521419e+05,1.632632e+01
2.418896e+05,4.134117e-06,18,8.911539e+00,1.375637e+05,1.597374e+01
2.365641e+05,4.227184e-06,18,8.415330e+00,1.286730e+05,1.619115e+01
2.396024e+05,4.173580e-06,19,7.423833e+00,1.189532e+05,1.579884e+01
2.388489e+05,4.186748e-06,18,7.895919e+00,1.324873e+05,1.601856e+01
2.429989e+05,4.115246e-06,20,7.092983e+00,1.098311e+05,1.588364e+01
2.461586e+05,4.062422e-06,19,8.371616e+00,1.298983e+05,1.619801e+01
2.410490e+05,4.148534e-06,18,8.664904e+00,1.361603e+05,1.600147e+01
