Custo,Fitness,NumSwitches,SAIDI,ENS,Tempo
2.388461e+05,4.186797e-06,18,8.577912e+00,1.324826e+05,1.195054e+01
2.399659e+05,4.167258e-06,17,9.732379e+00,1.491443e+05,1.221171e+01
2.455559e+05,4.072393e-06,18,9.248408e+00,1.436843e+05,1.199428e+01
2.478022e+05,4.035477e-06,20,7.591145e+00,1.178501e+05,1.226180e+01
2.437291e+05,4.102916e-06,18,9.260535e+00,1.406345e+05,1.168768e+01
2.484738e+05,4.024569e-06,18,9.089434e+00,1.485557e+05,1.239542e+01
2.428179e+05,4.118312e-06,18,8.427076e+00,1.391134e+05,1.241853e+01
2.379527e+05,4.202516e-06,18,8.413895e+00,1.309911e+05,1.197068e+01
2.423894e+05,4.125593e-06,19,7.979743e+00,1.236058e+05,1.206939e+01
2.390816e+05,4.182672e-06,17,9.753030e+00,1.476680e+05,1.203844e+01
2.392736e+05,4.179316e-06,18,8.701793e+00,1.331963e+05,1.215602e+01
2.383272e+05,4.195912e-06,18,8.475891e+00,1.316164e+05,1.244428e+01
2.396245e+05,4.173196e-06,18,8.500158e+00,1.337822e+05,1.206627e+01
2.380929e+05,4.200041e-06,18,8.443312e+00,1.312253e+05,1.267888e+01
2.405997e+05,4.156282e-06,17,9.830677e+00,1.502023e+05,1.217272e+01
2.430387e+05,4.114570e-06,18,8.883722e+00,1.394821e+05,1.228500e+01
2.439194e+05,4.099714e-06,19,7.455886e+00,1.261602e+05,1.192441e+01
2.413963e+05,4.142566e-06,18,8.600134e+00,1.367401e+05,1.177833e+01
2.376284e+05,4.208251e-06,18,8.426385e+00,1.304498e+05,1.202386e+01
2.394980e+05,4.175401e-06,18,8.480576e+00,1.335709e+05,1.201236e+01
2.382309e+05,4.197608e-06,18,7.832727e+00,1.314557e+05,1.288923e+01
2.379663e+05,4.202276e-06,18,8.272700e+00,1.310139e+05,1.213531e+01
2.424290e+05,4.124919e-06,19,7.477466e+00,1.236720e+05,1.212688e+01
2.516773e+05,3.973342e-06,19,8.010149e+00,1.391115e+05,1.208211e+01
2.479157e+05,4.033629e-06,20,7.298041e+00,1.180397e+05,1.252058e+01
2.422426e+05,4.128093e-06,19,7.789009e+00,1.233608e+05,1.174662e+01
2.422413e+05,4.128115e-06,19,7.964116e+00,1.233586e+05,1.231355e+01
2.439284e+05,4.099563e-06,18,8.395169e+00,1.409674e+05,1.182158e+01
2.442461e+05,4.094230e-06,19,7.841008e+00,1.267056e+05,1.233041e+01
2.402673e+05,4.162032e-06,18,8.849591e+00,1.348552e+05,1.208808e+01
2.382482e+05,4.197303e-06,18,8.494755e+00,1.314845e+05,1.187708e+01
2.441791e+05,4.095354e-06,18,9.280726e+00,1.413859e+05,1.244303e+01
2.409474e+05,4.150284e-06,18,8.126070e+00,1.359907e+05,1.226954e+01
2.382148e+05,4.197892e-06,18,8.462733e+00,1.314287e+05,1.218716e+01
2.430753e+05,4.113952e-06,18,9.118309e+00,1.395430e+05,1.243685e+01
2.426726e+05,4.120778e-06,19,7.679818e+00,1.240787e+05,1.152378e+01
2.377905e+05,4.205382e-06,18,8.424321e+00,1.307204e+05,1.196340e+01
2.407656e+05,4.153417e-06,18,8.847270e+00,1.356872e+05,1.206992e+01
2.374663e+05,4.211124e-06,18,8.436811e+00,1.301791e+05,1.210015e+01
2.371441e+05,4.216845e-06,18,8.251885e+00,1.296412e+05,1.191498e+01
